log2.YPGlu30.Ref._YPGlu30.C.1	log2.YPGlu30.Ref._YPGlu30.C.2	log2.YPGlu30.Ref._YPGlu30.C.3	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.1	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.2	log2.YPGluBPS30.Ref._YPGlu.BPS30.C.3	log2.YPGlu37.Ref._YPGlu37.C.1	log2.YPGlu37.Ref._YPGlu37.C.2	log2.YPGlu37.Ref._YPGlu37.C.3	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.1	log2.WT.Glu.BPS.37.Ref._WT.Glu.BPS.37.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.1	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.2	log2.WT.Glu.Fe.30.Ref._WT.Glu.Fe.30.3	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.1	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.2	log2.WT.Glu.Fe.37.Ref._WT.Glu.Fe.37.Fe.3
CAGL0F00517g	-0.5485	-0.2655	-0.469	0.161	0.2755	0.0045	-0.4595	-0.297	-0.292	0.023	0.2675	NA	-0.1555	-0.109	-0.146	-0.3265	-0.347
CAGL0F00539g	0.194	0.3875	0.15	-0.2575	-0.3095	-0.116	0.08	0.1995	0.086	-0.002	0.064	0.542	0.516	0.457	-0.12	-0.2345	-0.759
CAGL0F00561g	0.199	0.5465	0.018	-0.4595	-0.6475	-0.4255	-0.2505	0.007	0.367	-1.1465	-0.8515	0.295	0.55	0.7265	-0.618	-0.793	-0.9175
CAGL0F00583g	-0.095	0.2165	-0.223	-0.076	-0.174	-0.29	-0.217	-0.265	0.268	-0.6215	-0.1985	-0.033	0.1355	-0.0225	0.444	0.48	0.159
CAGL0F00605g	-1.6245	-1.183	-1.94	0.515	1.1555	-0.7185	-1.421	-1.206	-0.725	-0.2545	0.3485	-1.5115	-1.631	-1.655	0.868	1.048	0.594
CAGL0F00627g	0.5605	0.543	0.277	-0.898	-0.9505	-0.9995	0.0635	-0.1105	-0.1505	-0.697	-0.8435	0.3765	0.422	0.3115	-0.168	0.3235	0.1035
CAGL0F00649g	0.71	0.8345	0.146	0.4265	1.011	0.4185	-0.1365	0.4295	-0.182	0.441	0.81	-0.189	-0.221	-0.2455	-0.11	-0.185	0.348
CAGL0F00671g	0.042	0.1025	-0.007	-0.576	-0.4265	-0.481	0.0135	0.2635	0.1145	-0.6505	-0.664	0.0285	-0.065	-0.143	0.034	0.1475	0.323
CAGL0F00693g	-0.139	-0.219	-0.2695	0.4125	0.64	0.102	-0.2935	-0.368	0.2695	-0.231	-0.525	-0.182	-0.2415	-0.3145	0.241	0.261	0.538
CAGL0F00715g	-1.5	-1.096	-1.618	1.125	1.5435	1.4875	-1.6155	-1.344	-1.7985	1.682	1.2945	NA	-1.9295	-1.6625	-1.997	-1.444	-1.329
CAGL0F00737g	-0.271	-0.31	-0.202	0.369	0.182	0.2945	-0.208	-0.1625	-0.4835	0.3715	0.2935	-0.554	-0.5685	-0.467	-0.43	-0.419	-0.722
CAGL0F00759g	0.349	0.206	0.248	-0.609	-0.4385	-0.475	-0.0355	-0.1545	0.431	-0.646	-0.9385	0.084	-0.0465	-0.056	0.3885	0.4435	0.9045
CAGL0F00803g	-0.1575	-0.3905	-0.2435	0.0485	0.268	0.103	0.015	-0.161	-0.148	0.5705	0.227	-0.4735	-0.452	-0.4405	0.112	0.6165	0.4695
CAGL0F00825g	0.4515	0.232	0.1705	-0.4385	-0.1175	-0.489	0.1985	-0.018	-0.3395	0.6145	0.5385	0.331	0.438	0.202	0.3245	0.234	0.392
CAGL0F00869g	-0.974	-1.0925	-1.1125	0.605	1.0705	0.2855	-0.94	-0.5615	-0.445	0.406	0.5365	NA	-0.484	-0.2095	-0.121	-0.401	-0.004
CAGL0F00891g	-0.4265	-0.5945	-0.338	0.487	0.881	0.4685	-0.4465	-0.1635	-0.475	0.611	0.6665	-0.417	-0.466	-0.2575	-0.341	-0.436	-0.418
CAGL0F00913g	0.004	0.1235	-0.1425	-0.0115	0.358	-0.088	-0.0605	0.176	-0.284	0.469	0.4295	0.0315	0.05	-0.101	-0.218	0.19	-0.3925
CAGL0F00935g	-0.2325	-0.2325	-0.201	0.128	0.378	0.048	-0.192	-0.1105	-0.3885	-0.3915	-0.438	-0.197	-0.4745	-0.3105	-0.4405	-0.406	-0.2415
CAGL0F00957g	0.0905	0.0635	-0.2465	-0.2365	0.0765	-0.3045	0.0115	-0.0685	0.1705	-0.199	-0.428	-0.024	0.077	-0.0425	0.2925	0.319	0.992
CAGL0F00979g	-0.641	-0.6385	-0.656	0.0935	0.2185	-0.139	-0.464	-0.4955	-0.5205	0.4485	0.726	-0.192	-0.0515	-0.0145	-0.276	-0.534	-0.4975
CAGL0F01001g	0.3175	0.0275	-0.232	-0.809	-0.582	-0.804	0.0485	-0.2635	-0.204	-0.1985	-0.4225	0.048	0.304	-0.0835	0.3295	0.158	0.128
CAGL0F01023g	0.2735	0.3015	-0.34	-0.908	-1.038	-0.9545	-0.361	-0.3495	0.0355	-0.664	-0.7175	NA	0.1615	0.213	-0.569	-0.532	-0.7545
CAGL0F01045g	0.46	0.4885	0.052	-1.5945	-1.5145	-0.9175	0.3315	0.5405	0.0105	-0.6615	-1.1625	-0.1935	-0.144	-0.3505	-0.2175	0.167	-0.088
CAGL0F01089g	0.853	0.4025	0.6695	-0.6645	-0.6535	-0.6285	0.5565	0.065	0.3865	-0.031	-0.41	0.2005	0.135	0.148	0.1515	0.2985	0.696
CAGL0F01111g	-0.7215	-0.4275	-0.68	0.3975	0.656	0.6495	-0.2565	0.0025	-0.029	-0.2165	0.036	-0.0355	-0.0505	NA	-0.0615	0.031	0.0905
CAGL0F01133g	0.033	-0.146	-0.061	-0.087	-0.266	-0.197	-0.216	-0.1305	-0.1275	-0.039	-0.078	-0.095	-0.2185	-0.1675	0.086	0.496	0.642
CAGL0F01155g	0.1585	0.206	0.158	-0.0395	-0.075	0.047	0.256	0.151	0.1925	0.186	0.2375	0.197	0.172	0.125	-0.1595	NA	0.003
CAGL0F01177g	0.26	0.2525	0.056	-0.393	-0.4195	-0.121	-0.1975	-0.288	-0.1355	-0.199	-0.165	NA	0.428	0.479	-0.7505	-0.9475	-1.087
CAGL0F01199g	-0.003	-0.026	0.2455	0.359	0.223	0.2	-0.1305	-0.0735	-0.2605	0.3115	-0.017	-0.019	-0.177	0.126	-0.6495	-0.3865	-0.286
CAGL0F01221g	-0.17	-0.126	0.144	0.412	0.435	0.6735	0.025	-0.03	-0.166	0.4065	0.415	-0.196	-0.1325	-0.041	-0.0345	-0.365	1.881
CAGL0F01243g	0.4275	-0.062	0.2835	-0.934	-1.127	-1.182	0.3425	-0.2585	-0.5255	-0.4475	-0.524	0.494	0.6285	0.589	0.8145	1.214	0.854
CAGL0F01265g	-0.217	-0.162	0.003	-0.029	-0.02	-0.212	0.07	0.453	-0.4465	0.709	0.9665	-1.1235	-1.185	-1.0915	-1.2405	-1.16	-1.588
CAGL0F01287g	-0.3745	0.154	-0.234	-0.2755	-0.137	-0.369	-0.264	0.2245	0.493	-0.812	-0.946	-0.087	-0.401	-0.184	0.449	0.979	1.2815
CAGL0F01331g	0.2665	0.2945	-0.046	-0.233	-0.2785	-0.2685	0.079	-0.0565	0.361	-0.0285	-0.116	0.0225	0.268	0.1285	0.536	0.454	0.3685
CAGL0F01397g	-0.347	-0.466	-0.2665	0.265	0.316	0.1395	-0.142	-0.4625	-0.0645	0.1485	0.456	0.04	0.071	-0.0575	0.748	0.3595	0.189
CAGL0F01419g	-2.1355	-2.0795	-1.4785	1.568	1.5495	1.579	-1.071	-0.321	-0.85	2.2855	2.1265	-2.743	-2.8725	-2.8435	-2.828	-3.017	-2.8515
CAGL0F01463g	-1.133	-0.2935	-0.717	1.3905	1.2935	1.3845	-0.6015	0.4055	-0.156	0.2995	0.336	NA	-0.9745	-0.602	-1.213	-1.271	-0.996
CAGL0F01485g	-0.737	-0.658	-0.4675	0.815	1.6645	1.416	-0.534	-0.203	-0.1895	1.288	0.9235	-0.559	NA	-0.25	-0.13	-0.2945	-0.35
CAGL0F01507g	-0.1725	-0.431	-0.1095	0.1015	-0.0025	0.159	-0.02	-0.252	-0.145	-0.199	-0.385	0.0355	-0.209	-0.1955	0.2305	0.4335	0.916
CAGL0F01529g	0.1955	0.454	-0.1	-0.479	-0.205	-0.712	-0.4525	-0.402	-0.1745	-1.1255	-0.968	0.4385	0.3495	0.237	0.495	0.49	0.054
CAGL0F01551g	0.453	0.5205	0.491	-0.575	-0.8125	-0.507	-0.003	-0.266	0.144	-0.1905	-0.023	0.984	1.0955	1.027	-0.3005	-0.6765	-0.8025
CAGL0F01573g	-0.127	0.1045	-0.19	-0.26	-0.286	-0.4025	-0.246	0.147	0.107	-0.447	-0.172	0.089	-0.0475	0.095	0.045	0.5625	-0.123
CAGL0F01595g	0.3095	0.255	0.298	-0.2855	-0.312	0.0935	0.3125	0.272	0.184	0.054	0.1025	-0.039	-0.197	-0.131	-0.2445	-0.14	-0.24
CAGL0F01617g	0.3885	0.119	0.5335	0.145	-0.066	-0.0895	0.4835	0.3015	0.0055	0.237	0.357	0.033	-0.0015	0.039	0.0875	-0.0255	0.176
CAGL0F01639g	0.098	0.3995	0.082	0.2675	0.089	0.334	-0.1655	-0.005	0.322	-0.1015	0.161	0.084	0.203	0.254	0.374	0.0055	-0.125
CAGL0F01661g	-0.2075	-0.072	-0.398	-0.5265	-0.6495	-0.6705	-0.6375	-0.2965	-0.4025	-0.554	-0.3905	NA	-0.074	-0.186	-0.428	-0.2915	-0.368
CAGL0F01683g	-0.2195	0.217	-0.1565	-1.3715	-1.6385	-0.889	0.2185	0.4125	0.2775	-1.148	-0.8575	0.0365	0.0995	0.096	-0.5715	-0.712	-0.8105
CAGL0F01705g	0.3315	0.5135	0.2335	-0.8085	-0.7195	-0.1775	0.2705	0.4055	0.3485	-0.201	-0.3895	0.106	0.0505	0.091	-0.3095	-0.138	-0.8195
CAGL0F01727g	-0.134	-0.043	-0.296	0.0925	0.024	0.2785	-0.3595	-0.05	0.2965	0.4555	0.289	-0.085	-0.1695	-0.139	-0.089	-0.1435	0.018
CAGL0F01749g	-1.1945	-1.356	-0.188	-1.8155	-1.7695	-1.6525	0.018	-0.666	-0.181	1.212	0.636	NA	0.2245	0.538	0.452	-0.1095	-0.5555
CAGL0F01771g	-0.145	0.0925	-0.216	-0.154	-0.1475	-0.109	-0.273	0.0175	-0.2675	-0.386	-0.01	-0.001	-0.0205	-0.103	0.2185	0.224	0.006
CAGL0F01793g	-0.563	-0.069	-0.068	0.302	0.439	0.3275	0.311	1.118	0.954	0.204	0.012	0.017	-0.2835	-0.2495	0.2775	1.248	0.712
CAGL0F01815g	-0.165	-0.2505	-0.249	-0.477	-0.753	-0.3335	0.1455	0.2835	-0.1205	-0.341	-0.514	-0.099	-0.113	0.1375	0.115	0.22	0.3235
CAGL0F01837g	0.063	-0.0295	0.107	0.2835	0.2505	0.046	-0.138	-0.1905	0.045	-0.0445	-0.083	-0.019	-0.148	-0.114	-0.1125	0.0495	-0.015
CAGL0F01859g	-0.356	-0.4495	-0.545	0.1095	0.467	0.3425	-0.6165	-0.373	0.1045	-0.6095	-0.645	-0.152	-0.067	-0.155	0.3735	0.418	0.208
CAGL0F01881g	0.3575	-0.4005	0.0845	0.3085	0.2915	0.494	0.564	-0.072	0.325	0.9925	0.6075	NA	-0.183	-0.248	0.7055	0.5385	0.4695
CAGL0F01903g	-0.073	-0.008	0.1155	0.44	0.261	0.4475	0.0315	0.189	0.0755	0.199	0.3605	-0.235	-0.277	-0.179	-0.1035	-0.366	-0.542
CAGL0F01925g	0.6525	0.175	0.301	-0.5675	-0.775	-0.4215	0.001	-0.432	-0.009	0.2595	0.068	0.263	0.662	0.4745	-0.453	-0.3655	-0.663
CAGL0F01947g	-0.628	-0.7725	-0.801	-0.466	-0.106	-0.6415	-0.6875	-0.8415	-0.712	-0.4755	-0.7005	-0.009	-0.0925	-0.2365	0.312	-0.2615	-0.2905
CAGL0F01969g	-0.354	-0.3865	-0.147	-0.1885	-0.027	-0.214	-0.206	-0.385	0.5055	-0.124	-0.5635	0.1465	0.008	-0.0465	0.648	0.8095	0.8645
CAGL0F01991g	-0.348	-0.0335	-0.2275	0.0395	-0.049	0.2305	-0.301	-0.237	0.373	-0.4515	-0.3115	-0.153	-0.1605	-0.054	-0.087	0.193	0.089
CAGL0F02013g	0.146	0.039	0.2375	0.292	0.406	0.511	0.000499999999999997	-0.0885	0.315	0.0745	-0.085	0.221	0.288	0.383	-0.1305	-0.16	-0.078
CAGL0F02035g	0	-0.1485	-0.05	-0.6245	-0.626	-0.549	0.0025	-0.275	-0.291	-0.605	-0.548	NA	-0.1165	-0.321	0.618	0.47	0.8
CAGL0F02057g	0.2875	0.253	0.3755	0.275	0.112	0.05	0.354	0.327	0.097	-0.119	0.053	0.053	0.267	NA	0.1905	0.1785	0.164
CAGL0F02079g	-0.562	-0.29	-0.289	-0.404	-0.6115	-0.0175	-0.296	0.0455	-0.186	-0.0615	-0.251	-0.49	-0.523	-0.3105	-0.715	-0.4045	-0.646
CAGL0F02101g	-0.9265	-0.896	-0.4835	1.195	1.534	0.6555	-0.5945	-0.3935	-0.3945	0.5975	0.471	-0.5935	-0.6955	-0.639	-0.5575	-0.2975	-0.286
CAGL0F02123g	-0.092	-0.005	-0.098	-0.029	-0.1095	-0.2315	-0.1515	-0.0395	-0.212	-0.2	-0.177	NA	NA	0.1105	0.047	-0.265	-0.357
CAGL0F02145g	-0.4915	-0.538	-0.5535	-0.103	0.176	-0.239	-0.4875	-0.4015	-0.521	0.0295	0.132	-0.09	-0.1875	-0.268	0.763	1.0985	0.359
CAGL0F02167g	0.054	-0.001	-0.004	0.0245	NA	0.0325	0.1285	0.1335	0.08	-0.304	-0.11	-0.087	-0.1665	0.907	0.0325	-0.061	0.088
CAGL0F02233g	0.9225	1.037	0.793	-1.247	-1.1785	-1.3565	0.239	0.3875	0.711	-2.069	-1.894	0.678	0.7405	0.6895	0.1635	0.474	0.35
CAGL0F02255g	-0.1345	-0.249	0.178	0.7065	0.493	0.3665	0.05	-0.291	0.063	0.1175	0.356	0.206	0.147	0.261	-0.1825	-0.6135	-0.7575
CAGL0F02277g	-0.1115	0.148	-0.157	-0.181	-0.127	-0.331	-0.096	0.224	-0.1215	-0.208	-0.0245	0.205	0.1525	0.1085	-0.039	-0.325	-0.3985
CAGL0F02299g	0.6425	0.49	0.3175	-0.4595	-0.475	-0.424	0.0775	-0.106	-0.0605	-0.412	-0.257	0.423	0.471	0.5095	-0.1445	0.4755	-0.367
CAGL0F02343g	-0.0665	-0.0275	-0.221	-0.006	0.099	-0.4315	0.245	0.2085	-0.0155	-0.0155	0.171	NA	0.086	0.055	0.1305	0.6375	1.4325
CAGL0F02365g	0.0375	-0.478	0.015	-0.0235	-0.1345	-0.0295	0.264	-0.046	0.006	0.2375	0.107	NA	0.107	-0.0955	0.067	-0.7095	-0.451
CAGL0F02387g	-0.0175	0.3585	-0.191	-0.726	-0.118	-1.0335	-0.524	-0.194	-0.261	-0.134	-0.296	0.2505	0.069	NA	0.349	0.3205	0.661
CAGL0F02431g	-0.3205	-0.426	0.006	-2.1125	-2.147	-2.5845	0.421	-0.0045	0.291	-2.5915	-2.089	-0.118	-0.13	-0.1385	0.6165	-0.0605	-0.151
CAGL0F02453g	-0.4415	-0.179	-0.4775	-0.1745	-0.1555	-0.28	-0.564	-0.205	-0.1755	-0.43	-0.37	-0.0955	-0.17	-0.168	-0.2295	0.016	-0.099
CAGL0F02475g	0.0475	-0.084	0.047	0.057	0	-0.1755	-0.1845	0.213	0.1695	0.44	0.47	0.48	0.1685	-0.015	0.2095	0.063	0.262
CAGL0F02497g	-0.000499999999999999	0.2015	-0.114	-0.0055	0.145	-0.1025	-0.053	0.0915	0.0785	0.012	0.1785	0.073	0.247	0.15	0.1615	0.044	-0.209
CAGL0F02513g	0.093	-0.2975	0.4175	0.2075	0.0435	0.069	0.0695	-0.4025	0.161	-0.448	-0.003	NA	0.622	0.6345	1.046	0.8595	1.82
CAGL0F02519g	-0.2005	0.0255	-0.0365	-0.0425	0.379	0.166	0.0495	0.31	0.287	-0.447	-0.477	0.338	0.452	0.224	0.1315	0.3465	0.0215
CAGL0F02541g	0.122	0.398	-0.161	-0.921	-0.7505	-0.5465	-0.264	0.152	0	-0.419	-0.631	0.6395	0.613	0.455	-0.821	-0.366	-0.1885
CAGL0F02563g	0.4105	0.4525	0.708	-1.563	-1.8415	-1.3715	0.7915	0.719	1.006	-0.4995	-0.815	1.112	1.055	1.202	-0.5095	-0.879	-0.8795
CAGL0F02585g	0.643	0.397	0.607	0.0705	0.311	0.1795	0.6585	0.543	0.3285	0.462	0.175	0.51	0.6645	0.424	0.105	-0.055	0.1545
CAGL0F02607g	-0.7395	-0.5865	-0.395	0.3955	-0.322	0.2465	0.047	0.3065	-0.0675	-0.133	-0.0155	-0.277	-0.374	-0.223	0.032	0.3795	0.5165
CAGL0F02651g	0.1575	0.174	0.241	0.045	0.0785	0.1545	0.1475	0.2615	-0.016	0.1375	0.1735	-0.0215	-0.0425	-0.026	0.019	0.052	-0.129
CAGL0F02673g	-0.0095	-0.0525	-0.084	-0.5075	-0.638	-0.5725	-0.24	-0.234	-0.348	-0.4725	-0.4045	-0.316	-0.3155	-0.3835	-0.7015	-1.0005	-0.9005
CAGL0F02695g	-0.0985	-0.2115	0.074	0.2365	-0.231	-0.1	-0.5375	-0.7065	-0.532	-0.5215	-0.3435	NA	-0.1325	0.0775	-0.099	-0.5165	-0.307
CAGL0F02717g	-1.5205	-1.4065	-1.5705	0.1395	0.854	-0.425	-1.033	-1.048	-0.7895	-0.107	-0.091	-0.65	-0.722	NA	-0.203	-0.259	0.3605
CAGL0F02739g	-0.2625	0.07	-0.185	0.2045	0.119	0.219	0.04	0.3885	0.0325	-0.0045	0.319	-0.162	-0.019	-0.087	-0.006	0.505	0.0365
CAGL0F02761g	-0.499	-0.5435	-0.0035	-1.0335	-1.471	-1.079	0.271	0.1445	0.281	0.429	0.1025	0.0385	-0.01	0.08	-0.372	-0.1425	-0.125
CAGL0F02783g	0.034	-0.023	0.096	0.546	0.1335	0.4275	0.0625	0.174	-0.083	0.3555	0.5695	0.186	-0.147	0.432	-0.309	-0.711	-0.927
CAGL0F02805g	0.3455	0.1445	0.123	0.0465	-0.1315	-0.023	0.1445	-0.201	0.4315	-0.34	-0.398	0.018	0.114	0.054	0.2065	-0.1835	0.1395
CAGL0F02827g	-0.21	-0.052	-0.0025	0.3445	0.5245	0.299	-0.033	0.3585	-0.103	0.426	0.346	-0.113	-0.032	-0.071	0.1905	0.2335	0.5515
CAGL0F02849g	1.079	0.66	1.0965	-0.3105	-0.643	-0.3135	0.8025	0.478	0.5265	0.043	0.2335	1.5935	1.5365	1.53	0.34	-0.7145	-0.9235
CAGL0F02871g	-0.101	-0.099	0.0215	-0.0195	-0.216	-0.017	-0.184	-0.1575	-0.3125	-0.382	-0.132	-0.429	-0.465	NA	-0.196	-0.2645	-0.1915
CAGL0F02893g	0.047	0.0175	0.0525	0.0325	0.023	-0.2005	0.284	0.2465	0.424	-0.091	0.094	0.181	NA	0.209	0.3325	0.143	1.1205
CAGL0F02915g	0.2015	-0.059	0.2055	0.238	0.108	0.2705	0.381	-0.003	0.075	0.222	0.289	-0.2095	-0.0255	0.0585	0.0585	-0.194	-0.3205
CAGL0F02937g	0.398	-0.047	0.2875	-1.303	-1.7405	-0.636	0.3695	-0.143	0.4435	-0.1045	-0.6385	0.083	0.163	0.0825	-0.0855	-0.59	-1.03
CAGL0F02959g	-0.3425	-0.62	-0.3215	-0.062	-0.1455	0.05	0.0465	-0.472	0.193	0.137	0.241	0.167	0.137	0.164	0.2535	-0.4745	-0.42
CAGL0F03003g	-0.3595	-0.351	-0.3285	0.4855	0.5765	0.1395	-0.234	-0.3645	-0.2075	-0.331	-0.0955	-0.665	-0.5155	-0.515	-0.395	-0.5675	-0.541
CAGL0F03025g	-0.796	-0.595	-0.578	-0.313	-0.3635	-0.507	-0.018	-0.0325	-0.2495	-0.2125	0.006	-0.2775	-0.223	-0.249	-0.406	-0.71	-1.0245
CAGL0F03047g	-0.337	-0.519	-0.184	0.15	0.2345	-0.024	0.174	0.1185	-0.109	0.136	0.271	-0.056	-0.059	-0.161	0.356	0.418	0.0835
CAGL0F03069g	-0.1185	-0.212	-0.299	0.6015	0.995	0.8505	-0.354	-0.63	-0.2615	1.058	0.3375	-0.356	-0.464	-0.574	-0.2885	0.3945	-0.121
CAGL0F03091g	-0.152	-0.283	0.2475	0.7095	0.551	0.7795	0.263	0.227	-0.167	1.155	1.223	-0.277	-0.5335	-0.245	-0.403	-0.486	0.2205
CAGL0F03113g	-0.616	-0.669	-0.346	0.792	0.7265	0.581	-0.073	-0.061	-0.4695	0.6145	0.895	-0.71	-0.772	-0.628	-0.252	-0.3055	-0.5085
CAGL0F03135g	-0.0655	-0.0425	-0.0205	0.066	0.1975	0.0625	-0.1835	-0.2875	-0.1355	0.1045	0.3755	0.2755	0.353	0.202	0.2115	-0.3155	-0.0785
CAGL0F03157g	0.222	0.409	0.086	0.04	0.052	-0.1455	-0.262	-0.153	-0.0905	0.1625	0.304	0.532	0.8115	0.739	0.7505	0.4505	0.1395
CAGL0F03179g	0.3835	0.4055	0.184	-0.313	-0.2	-0.3565	0.128	0.343	0.0385	-0.109	-0.303	-0.219	-0.1805	-0.324	0.2365	0.4055	0.361
CAGL0F03201g	0.227	0.103	0.2085	0.2325	0.3565	0.2105	-0.0385	-0.2275	-0.271	0.58	0.3305	-0.2285	-0.271	-0.188	-0.022	-0.1315	-0.0685
CAGL0F03223g	-0.372	-0.03	-0.371	0.5045	0.5445	0.3315	-0.24	-0.0475	-0.15	-0.048	0.2495	NA	-0.082	-0.0845	0.1815	0.1055	0.309
CAGL0F03245g	0.375	0.247	0.173	-0.1	0.161	-0.14	0.2495	0.1945	0.01	0.0595	-0.0115	0.2055	0.203	-0.016	0.312	0.42	0.324
CAGL0F03261g	0.243	0.338	0.427	0.073	0.161	0.1	0.3005	0.62	0.054	0.3635	0.24	-0.1085	0.215	0.211	0.143	0.171	0.021
CAGL0F03267g	-0.8825	-1.017	-1.2325	-0.7255	-0.3355	-0.9835	-0.4925	-0.789	-0.536	-1.442	-1.166	-0.2675	-0.324	-0.475	0.361	0.2415	0.6225
CAGL0F03289g	0.5835	0.287	0.4945	-0.1735	-0.368	-0.2055	0.263	-0.028	-0.001	0.379	0.3255	0.1775	0.213	0.332	-0.5675	-0.749	-0.984
CAGL0F03311g	0.0545	0.026	-0.4415	-0.17	0.0215	0.0785	-0.095	0.1235	0.119	-0.0515	-0.224	-0.301	-0.2795	-0.3745	0.158	1.145	0.344
CAGL0F03333g	0.732	0.5955	0.396	-0.6065	-0.6635	-0.5835	0.671	0.052	0.771	-0.191	-0.2355	0.659	0.728	0.6775	-0.2225	-0.4765	-0.446
CAGL0F03399g	0.6905	0.4495	0.3615	-0.7675	0.051	-0.9975	0.343	-0.067	0.693	-1.238	-1.635	0.217	0.1135	0.0435	1.0775	1.484	1.734
CAGL0F03421g	0.1415	0.0625	0.259	-0.167	-0.1615	0.0175	0.2795	0.236	0.1915	0.246	0.0925	0.1335	0.096	0.167	0.2695	0.48	-0.0075
CAGL0F03443g	-0.1735	-0.0675	0.1625	1.25	1.0315	1.1125	-0.021	0.125	-0.0935	0.7985	1.2185	-0.129	-0.134	-0.073	-0.24	-0.608	-0.47
CAGL0F03465g	-0.009	0.16	0	0.154	0.1485	0.181	0.026	0.188	0.226	0.49	0.6455	-0.115	0.1025	0.3015	0.3485	0.024	-0.169
CAGL0F03487g	0.311	0.0035	0.4785	0.1045	-0.0525	0.279	0.6355	0.323	0.362	0.6085	0.2885	-0.283	-0.3085	-0.271	-0.32	0.061	0.2295
CAGL0F03531g	0.226	0.238	0.1885	-0.0765	-0.0805	0.13	0.1415	0.2485	0.362	-0.0885	-0.1355	0.032	0.0915	0.095	-0.2645	-0.5895	-0.8565
CAGL0F03553g	0.082	-0.0905	0.5	0.19	0.288	0.675	1.0165	0.9035	0.533	1.297	1.382	-0.434	NA	-0.188	-0.5	-1.2145	-1.031
CAGL0F03575g	-0.4395	-0.059	-0.498	0.2105	0.539	0.318	-0.512	0.069	-0.24	0.1825	0.0645	-0.25	-0.3755	-0.272	-0.0425	0.741	0.7605
CAGL0F03597g	0.14	0.044	-0.051	-0.304	-0.3025	-0.3825	0.0495	-0.1675	0.0425	-0.1815	-0.3105	0.0515	0.146	-0.032	0.1595	0.144	0.204
CAGL0F03619g	-0.17	-0.004	-0.2345	-0.0845	0.2085	-0.0645	0.419	0.7555	0.295	0.453	0.5055	-0.454	-0.4595	-0.3355	-0.087	0.3245	-0.1295
CAGL0F03641g	-0.0285	-0.0455	0.2345	0.0845	0.2125	0.196	0.382	0.345	0.8505	0.7195	0.716	NA	0.193	0.6505	0.736	0.8975	1.3535
CAGL0F03663g	0.05	0.022	0.0565	-0.0605	-0.337	-0.3225	-0.5775	-0.4725	-0.678	-0.495	-0.3955	-0.47	-0.36	-0.138	-0.236	0.308	-0.016
CAGL0F03685g	-0.065	0.0405	0.0245	-0.2645	-0.324	-0.4785	-0.3065	-0.206	0.064	-0.516	-0.2455	0.1865	0.214	0.434	0.459	0.282	-0.038
CAGL0F03707g	-0.736	-1.1855	-0.695	-0.2355	0.1405	-0.578	-0.293	-0.6235	-0.4295	-0.3015	-0.4135	-0.721	-0.6525	-0.7325	-0.0245	-0.5	-0.431
CAGL0F03729g	0.426	0.2245	0.4035	0.144	-0.0385	0.238	0.1315	-0.0525	0.2135	0.069	-0.237	-0.214	-0.253	-0.059	0.1065	0.294	0.35
CAGL0F03751g	0.039	-0.0685	-0.013	0.1435	0.1515	-0.0665	0.165	-0.063	-0.09	0.451	0.446	0.127	0.116	0.074	-0.0925	-0.259	-0.31
CAGL0F03773g	0.221	0.186	0.302	0.003	-0.207	0.131	0.348	0.2145	0.399	-0.267	-0.0535	0.251	0.2575	0.257	0.365	-0.088	0.72
CAGL0F03795g	0.5245	0.515	0.302	-0.143	-0.767	-0.1115	0.285	0.306	0.046	0.3555	0.355	0.338	0.398	0.228	-0.0665	-0.088	-0.553
CAGL0F03817g	-0.132	-0.008	0.046	-0.194	-0.228	-0.4025	-0.2105	0.1275	0.021	-0.5225	-0.1025	0.379	0.3495	0.3615	0.1625	-0.1555	-0.12
CAGL0F03839g	0.0215	-0.161	-0.255	-0.0545	0.249	-0.0735	-0.3395	-0.646	-0.2985	0.376	-0.1785	-0.1315	-0.2235	-0.373	-0.2875	-0.4385	0.159
CAGL0F03861g	0.0665	0.1715	0.0095	-0.1125	0.0745	-0.354	0.144	0.309	-0.0885	-0.215	-0.397	-0.697	-0.735	-0.6325	-1.2585	-1.412	-1.0365
CAGL0F03883g	-0.1085	0.028	-0.3645	-0.2805	-0.13	-0.2825	-0.153	0.1365	-0.0835	-0.6945	-0.8255	-0.728	-0.777	-0.769	-0.6045	-0.496	-0.415
CAGL0F03905g	-0.2085	-0.33	-0.3195	0.3715	0.3395	0.106	-0.081	-0.3405	0.194	0.0055	0.237	-0.262	-0.0865	-0.018	0.3355	0.0385	0.412
CAGL0F03927g	0.4575	0.6175	0.3005	-1.068	-1.2715	-0.44	0.2745	0.3985	0.242	-0.7165	-1.1195	NA	-0.0455	-0.0145	-0.894	-0.842	-1.166
CAGL0F03949g	-0.1425	-0.159	-0.089	0.035	0.1105	0.213	-0.072	-0.3465	-0.02	0.1385	0.5	-0.029	0.1805	0.1445	0.4095	0.121	-0.331
